"","ID","group","captcha","mTurkCode","loopOrder","question","answer_learn","accuracy_learn","confidence_learn","submit_time_learn","clicks_learn","answer_test","accuracy_test","confidence_test","submit_time_test","clicks","veracity","session","RWA","AOT","IH","CRT","CRT_old","CRT_new","income","fluent","anxiety","effort","age","gender","edu","conservatism_social","conservatism_economic","conservatism","IH_bin","CRT_bin","RWA_bin","Confidence_bin5","Confidence_ord"
"21997","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A96_Q1",1,1,100,4.267,3,1,1,100,3.018,2,1,"1",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"21998","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A97_Q1",2,0,49,5.824,2,1,1,50,3.907,2,1,"2",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","3",3
"21999","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A98_Q1",1,1,100,6.824,4,1,1,90,4.573,3,1,"1",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22001","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A100_Q1",1,1,100,3.004,2,1,1,100,4.538,2,1,"1",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22002","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A101_Q1",1,1,100,4.42,2,1,1,100,3.879,2,1,"2",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22003","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A102_Q1",1,1,41,5.214,4,1,1,85,3.685,2,1,"1",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","3",3
"22004","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A103_Q1",1,1,60,4.076,2,2,0,0,8.18,2,1,"2",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","3",3
"22005","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A104_Q1",1,1,100,4.433,4,1,1,100,3.176,2,1,"1",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22006","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A105_Q1",2,0,100,5.03,2,2,0,50,7.591,2,1,"2",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22007","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A106_Q1",2,0,100,5.343,2,1,1,81,5.09,3,1,"1",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22009","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A108_Q1",1,1,85,4.882,3,1,1,100,3.039,2,1,"1",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22010","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A109_Q1",2,0,100,5.065,2,1,1,50,8.829,2,1,"2",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22011","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A110_Q1",2,0,72,7.893,2,1,1,100,3.382,2,1,"1",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","4",4
"22012","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A111_Q1",1,1,50,4.03,2,1,1,81,7.589,4,1,"2",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","3",3
"22013","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A112_Q1",1,1,100,3.734,2,1,1,100,3.431,3,1,"1",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22014","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A113_Q1",1,1,100,3.101,2,1,1,92,3.083,2,1,"2",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22015","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A114_Q1",1,1,82,5.023,6,1,1,100,3.3,2,1,"1",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22016","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A115_Q1",1,1,91,5.8,2,1,1,100,5.071,3,1,"2",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22017","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A116_Q1",2,0,50,5.247,2,2,0,50,4.787,2,1,"1",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","3",3
"22018","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A117_Q1",1,1,92,4.19,3,1,1,89,3.538,2,1,"2",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22019","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A118_Q1",2,0,50,7.623,2,2,0,71,3.464,2,1,"1",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","3",3
"22020","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A119_Q1",1,1,60,5.212,2,1,1,88,3.311,2,1,"2",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","3",3
"22021","A3I40B0FATY8VH","B_A","he3x6",6326,",""The capital of Australia is Sydney."",""During the Middle Ages, few people lived past age 35."",""Most humans alive today have never mad","A120_Q1",1,1,100,6.304,5,1,1,100,3.411,2,1,"1",1.533333333,6.428571429,4.666666667,1,1,1,3,1,8,15,26,0,2,4,5,4.5,"high","high","low","5",5
"22024","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A2_Q1",2,1,87,7.451,2,2,1,95,6.262,3,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22026","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A4_Q1",2,1,92,8.666,2,2,1,93,5.001,5,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22027","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A5_Q1",1,0,91,4.437,2,2,1,100,3.509,2,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22028","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A6_Q1",1,0,95,4.888,2,2,1,95,4.588,2,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22031","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A9_Q1",2,1,83,7.715,2,2,1,98,3.964,2,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22032","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A10_Q1",2,1,93,6.418,2,2,1,85,6.257,3,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22033","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A11_Q1",2,1,97,4.057,2,1,0,95,3.384,2,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22035","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A13_Q1",1,0,98,6.5,3,2,1,100,3.675,2,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22040","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A18_Q1",2,1,91,6.878,4,1,0,88,5.06,4,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22041","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A19_Q1",2,1,95,6.301,4,2,1,100,3.877,2,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22043","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A21_Q1",1,0,93,4.209,2,2,1,93,4.411,2,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22046","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A24_Q1",2,1,97,4.718,5,2,1,94,5.496,3,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22049","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A27_Q1",2,1,85,5.461,2,2,1,98,3.502,2,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22050","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A28_Q1",2,1,85,5.255,2,1,0,93,7.901,6,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22051","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A29_Q1",2,1,90,5.11,2,2,1,98,3.313,2,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22052","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A30_Q1",1,0,89,6.083,5,2,1,96,3.5,3,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22053","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A31_Q1",2,1,85,6.368,5,2,1,95,5.891,3,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22054","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A32_Q1",2,1,95,4.037,2,2,1,95,5.188,3,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22056","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A34_Q1",2,1,95,4.197,3,2,1,99,3.593,2,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22058","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A36_Q1",2,1,85,8.677,2,1,0,90,4.111,3,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22060","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A38_Q1",1,0,91,8.598,3,2,1,94,5.253,3,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22063","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A41_Q1",2,1,95,5.82,2,1,0,98,4.046,2,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22064","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A42_Q1",2,1,96,6.124,4,2,1,91,4.101,2,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22065","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A43_Q1",2,1,85,8.503,2,2,1,98,4.928,3,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22067","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A45_Q1",1,0,93,4.797,2,1,0,96,3.904,2,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22069","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A47_Q1",2,1,91,8.356,2,2,1,100,3.195,2,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22072","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A50_Q1",1,0,92,4.376,2,2,1,94,4.833,2,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22073","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A51_Q1",1,0,88,3.91,4,1,0,97,6.364,2,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22076","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A54_Q1",1,0,99,4.034,2,2,1,88,4.697,3,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22078","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A56_Q1",2,1,97,4.451,2,2,1,96,4.87,2,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22084","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A62_Q1",2,1,96,3.512,3,2,1,76,4.647,3,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22085","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A63_Q1",2,1,97,3.425,2,2,1,100,4.897,5,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22090","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A68_Q1",2,1,94,5.974,3,2,1,90,3.927,2,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22092","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A70_Q1",1,0,86,3.801,2,2,1,89,6.472,4,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22095","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A73_Q1",1,0,97,7.144,2,1,0,100,3.888,2,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22096","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A74_Q1",1,0,97,3.88,3,2,1,81,4.989,4,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22099","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A77_Q1",1,0,96,5.572,2,2,1,97,4.237,4,2,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22100","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A78_Q1",1,0,93,4.471,2,2,1,92,4.487,2,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22102","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A80_Q1",2,1,100,5.895,3,2,1,84,5.887,5,2,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22104","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A82_Q1",1,1,87,6.132,2,2,0,96,4.251,4,1,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22113","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A91_Q1",1,1,95,6.108,2,1,1,100,5.343,3,1,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22115","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A93_Q1",1,1,86,6.265,3,1,1,98,7.194,3,1,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22118","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A96_Q1",2,0,96,5.82,3,2,0,98,3.538,2,1,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22119","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A97_Q1",2,0,79,7.678,2,2,0,99,6.776,3,1,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","4",4
"22121","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A99_Q1",2,0,96,8.324,3,1,1,94,5.28,2,1,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22123","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A101_Q1",1,1,100,5.177,2,1,1,96,4.695,2,1,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22124","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A102_Q1",1,1,92,5.501,3,1,1,99,6.074,2,1,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22126","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A104_Q1",2,0,97,6.439,4,2,0,97,3.223,2,1,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22127","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A105_Q1",2,0,86,6.143,2,1,1,98,4.088,3,1,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22128","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A106_Q1",2,0,85,4.108,2,1,1,97,7.61,2,1,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22129","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A107_Q1",2,0,85,7.709,2,1,1,100,4.297,2,1,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22131","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A109_Q1",2,0,76,4.829,2,1,1,100,6.171,2,1,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","4",4
"22132","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A110_Q1",1,1,93,3.961,2,1,1,83,7.652,3,1,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22134","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A112_Q1",1,1,95,3.939,2,2,0,96,4.845,2,1,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22136","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A114_Q1",1,1,95,4.501,3,2,0,95,4.325,3,1,"1",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22141","A3AB75C52RFN34","B_A","HE3X6",3042,",""The chemical formula for water is H20."",""Hot-air hand dryers are more sanitary than paper towels."",""Skin wrinkles underwater becau","A119_Q1",1,1,83,8.998,2,2,0,98,5.639,2,1,"2",2.933333333,4,4.333333333,0,0,0,1,1,1,15,26,0,6,5,4,4.5,"high","low","high","5",5
"22144","A2ZYUU30WYDYI0","B_A","HE3X6",2438,",""If you are paying attention, select ""True"" and set your confidence rating at 70."",""Adding salt to a pot of water makes it boil faste","A1_Q1",2,1,100,5.37,2,2,1,100,3.791,3,2,"2",1.8,6,3.666666667,0.714285714,0.333333333,1,5,1,8,15,20,1,5,2,2,2,"low","low","low","5",5
